CompanyName,Category,Country,Description,Website,LogoURL
Endeavor Greece,partner,,"Endeavor is the leading global community of High-Impact Entrepreneurs in underserved markets. Together, we create a Multiplier Effect by inspiring them to dream bigger, supporting and investing in them to scale faster, and providing a platform to pay it forward. Today, Endeavor operates in 40+ countries and has helped over 2,600 entrepreneurs in their journeys to scale.",https://www.endeavor.org.gr/?gad_source=1&gad_campaignid=21857994396&gbraid=0AAAAACTX-dWA6EEA05jJbr3qJMYqXX9ZL&gclid=Cj0KCQjw0LDBBhCnARIsAMpYlAp6JvWLDbPPiAY36b4VXUKrJHglaI1UhhZ_gzVSVLoLbMOscvGpsYgaAo3dEALw_wcB,
"EndoSemio Co., Ltd.",startup,,"EndoSemio develops compact, high-resolution endoscopy systems for human and veterinary care, enabling precise, minimally invasive diagnostics with a scalable, dual-market strategy and ongoing MDR/FDA pathways.",https://www.endosemio.com/en,
Enercool,startup,,"Enercool develops eco-friendly cool roof paints that lower indoor temperatures by up to 6°C and cut AC use by 40%. Made in France with recycled eggshells, our solutions boost thermal comfort and energy savings while reducing carbon impact.",https://www.enercool.fr,
Enerdrape SA,startup,,"Enerdrape commercializes the world’s first non-invasive geothermal panels to transform underground spaces into renewable heat sources. Easy to install, scalable, and CO₂-saving, it’s a breakthrough solution for decarbonizing buildings. ",https://enerdrape.com/en/,
EnergyScan,startup,France,"Stay up-to date about energy market trends in no time, build market views with top-quality data and interact with experts to support your decision making",https://energyscan.engie.com/,
Energyskin by OPTIPUS PV,startup,,"We produce Energyskin, a lightweight, flexible, and colorful photovoltaic cell with exceptional efficiency and versatile design options. It integrates seamlessly to power a wide array of electronic devices from headphones, hearing aids to bikes...",https://www.optipus-pv.com,
Enerzyz Inc.,startup,,AutoPilot for Energy Asset Management.,https://enerzyz.com,
EngageFeed.AI,startup,France,"Artificial intelligence and interactive videos powering your eCommerce. Engagefeed.ai transforms your site into a unique experience with UGC video content that captures attention, boosts engagement, and increases sales.",https://engagefeed.ai,
ENGIE,partner,,"We are a leading international energy group, committed—along with our 98,000 employees, customers, partners, and stakeholders—to a carbon-neutral world through more environmentally friendly, energy-efficient, and competitive solutions.
Guided by our purpose, we balance economic performance and positive impact on people and the planet through our core businesses: supply and production, infrastructures, energy management and sales.
OUR VISION : We are convinced that an affordable and desirable energy transition for all is within our reach. We work daily to make it a reality.",https://www.engie.com/,
ENGIE - Ma Recharge Intelligente,startup,,"Groupe mondial de référence dans l’énergie bas carbone et les services, ENGIE est engagé chaque jour pour accélérer la transition vers un monde neutre en carbone, grâce à des solutions plus sobres en énergie et plus respectueuses de l’environnement. 
",https://mobilite-elec.engie.fr/,
ENGIE - Predity for asset,startup,,"With PREDITY for Asset, we systematically deploy a digital and organisational ecosystem that allows us to guarantee optimised control of the large energy infrastructures (District Heating & Cooling, On-Site Utilities) we operate, at all times.
",https://www.engie-solutions.com/,
ENGIE Local Energy Infrastructures,startup,,Explore ENGIE’s Local Energy Infrastructures activities in just a few minutes: 8 scenarios to discover decentralized infrastructures and local decarbonization solutions through an immersive journey into a decarbonized territory.,www.engiesolutions.fr,
Engo Eyewear,startup,,Smart Augmented Reality (AR) glasses for sports.,https://engoeyewear.com,
Enline,startup,,"Enline is a leading provider of sensorless digital twin technology and AI-driven solutions for electrical assets. Our mission is to transform the way businesses monitor, maintain, and optimize their energy assets, driving efficiency and sustainability.",https://www.enline.energy/,
Ennea Groupe,startup,,"Professional equipment refurbishing.
",https://www.enneagroupe.com,
ennoïa,startup,,"ennoïa is a French company, based in Besançon, specialising in surgical simulation and the development of standard or specific single-use medical devices for bone surgeries.  Company founded in September 2018,  ISO 13845 certified since December 2022.",https://ennoia-med.fr/home_en.html,
Entalpic,startup,France,,https://entalpic.ai/,
ENTENT,startup,,"ENTENT develops the PULSE, a machine that converts low-temperature heat (60-150°C) into electricity. This technology enables us to valorize industrial waste heat, transform heat from geothermal energy into electricity, from biomass, nuclear... ",www.entent.fr,
Enterprise Armenia,startup,,"Enterprise Armenia is your Single Window to investment success. We simplify the investment process - offering personalized support, regulatory guidance, government programs, and aftercare services. All in one place. All free of charge.",https://enterprisearmenia.am/ ,
EntreReality,startup,,"Twinit offers two specialized AI solutions: Twinit Makeup and Twinit SkinPro. Twinit Makeup uses vision-based AI to analyze facial color and shape, delivering personalized makeup product recommendations. Twinit SkinPro focuses on anti-aging by evaluating ",https://twinit.ai,
Entropia,startup,France,"AI-powered datarooms to accelerate due diligence document review.
Get instant answers from files. Extract information from complex documents. Produce structured outputs in text, tables, advanced diagrams, and more. ",https://entropia.io/en,
ENTRYZERO,startup,,ENTRYZERO provides automated and continuous attack surface monitoring. Our solution delivers prioritized insights into exploitable vulnerabilities and hacker entry points - combined with recommendations for effective countermeasures.,https://entryzero.ai,
ENVIRONMENTAL SERVICES,startup,,"We manage the entire environmental management process, adapting to the needs of each industry. We have a national industrial and logistics infrastructure for collection, transportation and documentation. We also transform and create new products in resear",https://environmentals.com.br,
Envirotech Solutions Pacific,startup,,ESP is a B2B innovative startup revolutionizing environmental compliance and monitoring. We help businesses avoid environmental fines and overcome compliance challenges by leveraging AI and IoT to automate regulatory compliance reporting.,https://espacific.org,
EnvoyX,startup,,We are solving the cash flow problem for hospitals and healthcare providers by giving them instant access to their locked-up revenue. We are Africa's leading B2B Healthcare Invoice financing platform.  ,https://www.tryenvoyx.com,
Eoliann s.r.l. Societa Benefit,startup,,"Eoliann is a climate tech startup leveraging satellite data and AI for the quantification of physical assets risk exposure to extreme climate events, such as floods, wildfires, landslides, droughts.",https://www.eoliann.com,
EONA-X,startup,France,"We redefine how mobility, transport, and tourism data is shared, to gain efficiency and innovation. With increasing needs for data-sovereignty and AI, our ecosystem is rapidly growing. Come meet us to learn how we bring value through collaboration ! ",https://eona-x.eu/,
EPICNPOC,startup,,"Epicnpoc helps automotive companies create smart cockpits by integrating lighting, sound, sensors, cameras, infotainment, ADAS, AD, HMI... Our BOWL® software simplifies feature integration and collaboration. Visit us to see how we support your projects.",https://epicnpoc.com/,
EPISTO,startup,France,"Episto multiplies the efficiency and impact of your customer surveys by combining its conversational questionnaire with AI.
",https://www.episto.fr,
Epitomea,startup,,"Automatic medical papers review. Library Med analyzes, scores, and summarizes scientific studies, helping researchers, clinicians, and companies quickly assess methodological quality and identify reliable evidence at scale.",https://librarymed.com,
Epsimo AI,startup,France,"Epsimo AI lets you create tailored AI agents, controllable and API-ready, and drive smart prospection with tools like Lead Genius and Content Genius to enrich leads, generate content, personalize outreach, and qualify inbound prospects. Meet us to see it!",https://epsimoai.com,
EQUADIS,partner,,"As an international expert in Product Information Management (PIM) and Digital Shelf Analytics (DSA), Equadis shapes the future of retail by combining cutting-edge technology with human support. Its turnkey, integrator-free offering includes 3 solutions: an omnichannel PIM to collect, enrich and personalize product data; a syndication tool to distribute verified information across all channels; and a DSA solution to monitor and optimize online product performance.
AI-powered, the Equadis solutions boost product performance, improve operational excellence, increase sales and enhance consumer experience.
Sephora, Haléon, L'Oréal, Nestlé, P&G… over 14,000 brands and retailers already trust Equadis in 20+ countries.
Headed by Ghislain Esquerre, the company has 100+ employees, with 50% in R&D, and is continuing its international expansion.
More info: https://equadis.com/en/",https://equadis.com/en,
Erde ,startup,,"We develop industrial software for PLC, HMI, SCADA, MES, CMMS, IIoT and robotics applications using TIA, Ignition, NodeRED, Qt and Python. We serve customers cross-regions with a remote outsourcing model. Our engineers speak English, German and Spanish.",https://erde.com.sv,
ERMANCE TECHNOLOGIES,startup,,"Ermance Technologie propose aux sauveteurs une valise prête à l’emploi, contenant un drone autonome et une tablette, pour envoyer rapidement des bouées auto-gonflables aux personnes en difficulté dans l’eau.
",www.ermance-tech.com,
Ertikaz Solutions,startup,,"Ertikaz Solutions is a Saudi logistics FinTech company behind Lean Dispatcher, a platform for fleet, invoicing, and order automation. Our built-in AI assistant helps clients get real-time answers directly from their account.",https://www.ertikaz-tech.com/,
ESA Security Solutions,startup,,"The largest Security Firm enhances security performance & operational efficiency through integrated solutions in physical security, behavioral analytics, UAV technologies & cybersecurity.",https://www.esasecurity.gr ,
ESAAL Solutions,startup,,"ESAAL is a retail intelligence  platform that empowers SMEs to transform every sale into meaningful data and measurable growth. Built around smart digital e-receipts and AI-powered analytics, ESAAL unifies sales, payments, marketing, & customer engagemet.",www.esaal.co,
Eshara,startup,,"The Ai train is here and its here to stay. We build Ai that caters to people with disabilities, because there's no reason they should be left behind.",https://eshara.ai/,
ESIEE Paris,partner,,"Founded in 1904 under the name École Breguet, ESIEE Paris has always stood out as an engineering school focused on innovation and entrepreneurship. One of its most famous alumni is Marcel Dassault, founder of one of the very first industrial groups: Dassault Aviation. A more recent graduate, Yann LeCun, is one of the fathers of the current AI revolution. He invented deep learning and founded and directed Facebook's AI lab. 

ESIEE Paris is a CCI Paris Île-de-France, school and has naturally developed strong connections with the most dynamic companies in terms of engineer recruitment. 

ESIEE Paris is a founding member of Université Gustave Eiffel, created in January 2020. The aim of this new university is to achieve international visibility and recognition in education and research in the field of inventing the towns and regions of tomorrow. ",https://www.esiee.fr/en/,
ESIEE-IT,partner,,"ESIEE-IT is a school of engineers and experts specializing in IT professions, part of the educational group of the Paris IDF Chamber of Commerce and Industry. It places environmental issues at the heart of its educational project.  
  
The school offers both full-time and apprenticeship, tailored to the needs of companies.  
  
ESIEE-IT trains responsible and committed experts in digital engineering, robotics, code, Smart and Green Buildings.... Our graduates are recognized for their versatility, technical expertise and ability to meet tomorrow's technological and societal challenges.  
  
ESIEE-IT offers 3 programs:  
  
- Engineering Program (Preparatory Cycle + Engineering Cycle)  
 
- Expert Programs (Bachelor / Licence / Bac + 5)  
  
- Coding Factory (Bachelor / Bac +5)  
 
esiee-it.fr ",https://www.esiee-it.fr/fr,
Espagne - Ambassade d'Espagne - ICEX,partner,,"ICEX Spain Exports and Investment (commonly abbreviated as ICEX) is a public business entity operating under Spain's Ministry of Economy, Trade, and Business. Our primary mission is twofold:
1)Promote the internationalization of Spanish companies by enhancing their competitiveness through export support, market intelligence, and training programs. 

2) Attract foreign direct investment (FDI) to Spain, particularly in high-value sectors like technology, industry, and services.",https://www.icex.es,
Espagne - Invest In Madrid,partner,,"Invest in Madrid is the official agency supporting foreign investors in the Madrid region. Acting as the main point of contact for investment projects, it provides comprehensive, high-quality assistance to entrepreneurs and companies looking to establish or expand their business across the region’s 179 municipalities.
Invest in Madrid is committed to delivering professional, confidential, and free support throughout the entire investment journey — from initial enquiries to business setup and future growth. ■ Don’t miss our workshop: “Accelerate your growth in Europe: Madrid, the new hotspot for health sector companies” ■
📍 Wednesday, June 11th at 1:00 PM – Hall 2 ■
Registration recommended >> https://urls.fr/3Umiyg
",https://investinmadrid.com/en/,
EssilorLuxottica,partner,,"EssilorLuxottica is a global leader in the design, manufacture and distribution of advanced vision care products, eyewear and med-tech solutions. Its Mission is to help people around the world to see more and be more by addressing their evolving vision needs, personal style aspirations and desire to feel more connected to the world around them. EssilorLuxottica is home to the most innovative lens technologies, including Varilux, Stellest and Transitions, iconic brands such as Ray-Ban, Oakley and Supreme, the most desired luxury licensed brands and world-class retailers including Sunglass Hut, LensCrafters, Vision Express and Apollo. Backed by robust R&D investments, distinctive capabilities and a top-quality asset portfolio, the Company drives innovation across categories, from cutting-edge medical instruments and solutions for eye health to category-defining smart glasses.",https://www.essilorluxottica.com/en/,
Estonian Embassy in Paris,partner,,"Country representation together with 11 companies. We are fast-paced, innovative, safe, and sustainable.  
Estonia is your best bet for impactful business partnerships. We help you discover and connect with leading companies in your sector.",https://www.tradewithestonia.com,
ETALAB - DINUM,startup,France,DINUM is French digital public agency,https://www.numerique.gouv.fr/,
eteam At_Work,startup,,"eteam est spécialisée en communication RH et répond à vos besoins à 360° : stratégie marque employeur et social media, stratégie de contenu et de visibilité , création de site web, tous les éléments pour faire de vos différences une attractivité.",https://eteam.fr/,
Ether Impact,startup,France,"Ether Impact positions itself as a unique and pioneering player in the identification, structuring, and financing of social research and innovation initiatives within companies.",https://etherfirm.co,
ETHIQAIS,startup,,"ETHIQAIS is your all-in-one performant and sovereign European platform for AI system management. Developed in France, ETHIQAIS is a concrete tool for automated documentation, governance and compliance in one collaborative hub. ",https://ethiqais.com/,
EULiST European University,startup,,"EULiST integrates over 200,000 students and 20,000 staff members from 10 universities in 10 countries, and even more European regions with complementing strengths in technical topics, humanities and social sciences. Together, we represent Europe's diversity.",https://eulist.university,
Euractiv,partner,,"Euractiv is an independent pan-European media with a mission to provide quality information and analysis on EU affairs for professionals across an array of sectors, as well as a forum for debate on the burning political questions of our day. Euractiv will offer you an independent European perspective, connecting views from the capitals with Brussels politics and policy-making. Our news coverage is complemented by a strong events program.  ",https://www.euractiv.com/,
EUROMETROPOLE DE STRASBOURG,partner,,"The Strasbourg Eurometropole is a French local authority with over half a million inhabitants. Located at the heart of Europe's most-thriving markets and boasting a world-class university, it is the ideal place for entrepreneurship and innovation. 
With a strong ecosystem dedicated to supporting innovative business, the Eurometropole offers a wide range of tailored services, including incubators, funding programmes and facilities.
Renowned for its expertise in the fields of health, deeptech, innovative mobility and cultural and creative industry, Strasbourg, Capital of Europe, is a laboratory of transitions, making innovation a driver for environmental and societal challenges.
",https://www.strasbourg.eu,
Euronews,partner,,"Since 1993, Euronews has been the leader in ​European news, establishing a unique European identity and multilingual model. Today, we offer 13 cross-platform language editions and 6 branded affiliates making Euronews accessible in a total of 19 languages.

Euronews Next is the cross-platform destination on Euronews, showcasing a dynamic Europe and inspiring audiences with cutting-edge ideas and trends shaping tech, money, space, work, mobility, & home. ",https://www.euronews.com/,
European Commission - DG Connect,partner,,"The European Commission is the EU body responsible for proposing, implementing, and enforcing EU legislation in different fields. Its department that deals with digital and tech, called DG Connect, develops and implements the policies that make Europe fit for the digital age.
At Connect, we help ensure European leadership and independence in critical digital technologies, such as Artificial Intelligence, Common Data Spaces and high-performance computing. We foster an internal market in which businesses can invest in digital technologies, products, services, and compete on a level playing field.
We equally promote the EU’s human-centric model of an innovative, fair and sustainable digital transformation of society which respects our democratic values, our fundamental rights and cultural diversity. We help bridge the digital divide by supporting digital literacy and skills of EU citizens.",https://digital-strategy.ec.europa.eu/en,
European Health and Digital Executive Agency (HaDEA),partner,,"The European Health and Digital Executive Agency is an agency of the European Commission responsible for implementing European funding programmes and initiatives in the fields of health, food safety, digital technologies, industry, and space. ",https://hadea.ec.europa.eu,
European innovation Council - EIC,partner,,"The European Innovation Council (EIC) is a flagship initiative of the European Commission striving to turn disruptive European science into groundbreaking commercial propositions and accelerate the scale-up of game-changing innovations. 

With a budget of over EUR 10 billion under the Horizon Europe Programme (2021 – 2027), it seeks to position Europe as a global leader in the current wave of deep tech innovation: innovation that is rooted in cutting edge science, technology and engineering.

Support from idea generation by researchers through to their commercialisation and market entry by start-ups and SMEs is delivered through three core schemes: EIC Pathfinder, EIC Transition, EIC Accelerator.",https://eic.ec.europa.eu/,
European Patent Office,partner,,"With 6 300 staff members, including 4 000 engineers covering all technical fields, the European Patent Office (EPO) is the second largest international organisation in Europe. Through its centralised patent granting procedure which manages 200 000 applications per year, inventors are able to obtain high-quality patent protection and an easy access in up to 46 countries, covering a market of some 700 million people. The EPO is also a global leading authority in patent intelligence with the most comprehensive databases (150 million documents). To further support the innovation ecosystem, in particular startups and research universities, the EPO launched in 2023 its Observatory on Patents and Technology, analysing trends and policies, and launching new tools such as the Deep Tech Finder - a unique free service that helps find investment-ready European startups with EPO patent applications. ",https://www.epo.org/en/news-events/events/startup-guide,
Eurosiamart,startup,,"Eurosiamart is a French AI tech company offering Cogniroot (AI assistant for customer engagement) and Cogniroot Edge (AI-powered education platform). We also develop tailored AI solutions, including generative AI, machine learning, LLMs, and SLMs.",https://eurosiamart.com,
EVB 360,startup,Canada,"EVB360 - Smart energy storage for all. EVB360 provides modular, universal energy storage systems (10-80 kWh) for homes, businesses, and industry. Compatible with 95% of inverters, our systems ensure easy integration with solar, wind and grid setups.",https://www.evb360.com,
Everdian,startup,France,"AI-driven cyber intelligence company. Its platform processes massive, multimodal data in real time using proprietary AI to support mission-critical use cases like real-time alerting, investigations, fraud detection, crisis monitoring, and geopolitics.",https://everdian.com/,
EverHelp,startup,,"EverHelp is your support partner, fueling growth with AI-powered efficiency. Our omnichannel services are available 24/7 in 30+ languages, via email, live chat, phone, and social media. Our AI solutions optimize workflows, boosting customer satisfaction.",https://www.ever-help.com,
EVERPING,startup,,"Everping, c’est le partenaire informatique nouvelle génération pour gérer facilement son parc informatique
‍
La recette magique ? Une plateforme digitale, une équipe ultra réactive, une offre modulable et des services complets.",https://www.everping.eu/,
Evotion,startup,,"Evotion transforms professional spaces and events with intelligent service robots. Founded in Lyon, our French SME combines AI, design, and human support to deliver unforgettable experiences to your customers.
",https://www.evotion.com/,
EVT Batteries,startup,Canada,"EVT Batteries develops technologies and manufactures high performance battery packs for heavy-duty, industrial and off-highway vehicles that provides higher energy, power and longevity. EVT assembly line near Montreal has a target capacity of 1 GWh/year.",https://evtbatteries.com,
EX9,startup,,"
EX9 transforms Logistics with a Plug&Play Autonomous Yard Operations Solution helping Supply Chain actors to streamline trailer moves from manual chaos to smart, scalable automated handling, reducing CO2, damages, errors, improving safety and efficiency.",https://www.ex9.tech,
Exaco,startup,,"Exaco specializes in custom software development, IT specialist outsourcing (offshore & nearshore), and second-line support (Service Desk). We provide end-to-end software solutions, covering everything from analysis to implementation and maintenance.",https://www.exaco.pl/en/,
Exaion,startup,,"Exaion is an EDF subsidiary providing high-performance, sovereign and open-source digital services in blockchain, 3D cloud, HPC, cybersecurity and IT hosting. These services run on secure and low-carbon infrastructure operated both in France and Canada.",https://www.exaion.com,
EXANODIA,startup,,"EXANODIA develops AI-powered software that automates defect diagnostics in industrial imaging, helping inspectors of critical infrastructure perform faster, more reliable non-destructive testing (NDT).",https://www.exanodia.com/en/,
Exeliom Biosciences,startup,France,"Exeliom is developing a groundbreaking therapy based on a gut bacterium to help patients respond better to immunotherapy. A natural, unique, and promising approach already being tested in clinical trials.",https://www.exeliombio.com/,
Exnaton,startup,,The AI billing platform for energy companies,https://www.exnaton.ai/,
EXO Innovation and Sustainability,startup,,"A New way to see through ESG.
Free ESG Software for Compliant Businesses
Our innovative platform streamlines the complex process of ESG reporting, making it accessible and efficient for your business.",https://esg.exo-team.com,
ExoMatter GmbH,startup,,The ExoMatter Materials R&D Platform finds better and more sustainable materials for your applications.,https://www.exomatter.ai/,
Exosome Analytics,startup,,"Exosome Analytics is a MedTech startup pioneering next-generation diagnostic technologies based on exosome profiling for noninvasive early cancer detection, prediction, and monitoring of treatment response.",https://www.exosome-analytics.com,
Exotrail,startup,,Exotrail is a leading provider of end-to-end space mobility. Our expertise serves the fast-growing needs of space infrastructure: we provide state-of-the-art electrical propulsion and first in-orbit services to facilitate our clients’ missions.,https://www.exotrail.com/,
Expert Cloud Consulting,startup,,"At Expert Cloud Consulting we drive digital transformation by leveraging advanced technologies and innovative
solutions to enhance business processes, improve customer experiences, and achieve sustainable growth.",https://expertcloudconsulting.com,
EXPLAIN,startup,France,"Explain has built an AI platform to radically simplify how businesses engage with public procurement, unlocking unprecedented efficiency and success. Our tech stack uses AI/LLM to automate key tasks when private companies bid for government contracts.",https://www.explain.fr,
Explore Media,partner,,"Explore Media is the leading online media group specializing in edutainment. Every day, it produces and distributes content that is educational in substance and entertaining in form to its 10 million followers across platforms such as Facebook, TikTok, Instagram, YouTube, Snapchat, LinkedIn, and Spotify. With a team of 40 professionals, Explore Media is on a mission to make knowledge accessible to everyone and is set to achieve 1 billion views in 2024.",https://www.exploremedia.io/,
EXTRACTHIVE,startup,,"Extracthive is a French SME dedicated to the circular economy. We have developed and patented PHYre®, an innovative technology for producing 100% recycled carbon fibers from pre and post-consumer composite waste.",https://extracthive.eu,
Exwayz,startup,France,"Exwayz develops a ground breaking positioning software solution for mobile robotics based on embedded real time 3D LiDAR data processing. We give robots a safe way for their autonomous missions, in any environment.",https://www.exwayz.fr/,
EY,partner,,"At EY, our purpose is to build a better working world. Every day, our 400,000 people are guided by this ambition, delivering insights and quality services that foster trust and confidence in financial markets and broader society. We help clients navigate complex challenges — from digital innovation and data protection to sustainable growth and regulatory compliance. Through our four integrated service lines — Assurance, Consulting, Strategy and Transactions, and Tax — we bring deep sector knowledge and multidisciplinary teams to drive responsible growth. With EY.ai, we unify our AI capabilities to enable clients to harness the power of artificial intelligence responsibly and transparently. We are committed to developing inclusive solutions and empowering leaders to create long-term value for people, clients, and communities. Together, we shape the future with confidence.",https://www.ey.com/en_gl,
Eyone,startup,,"Eyone Medical is a Senegalese digital health company that guarantees reliable, real-time medical data for all healthcare stakeholders, by connecting patients, providers, and payers through a secure, standards-based interoperable platform.",https://eyone.net,
EyREACT: AI Act Compliance Platform,startup,,"eyREACT is a EU AI Act compliance platform with automated risk assessment (10 minutes vs 10 weeks), real-time compliance monitoring, one-click audit reports, regulatory update alerts and template library. Avoid huge penalties - stay AI Act compliant.",https://eyreact.com,
EZ Group,startup,,A company that creates a new standard for LED signage,https://www.ezgroup.co.kr/,
EZ Group Inc,startup,,"EZ Group's G-SIGN™  tech guarantees
1. Road traffic and safety sign solutions on quality and reliability.
2. Eco-friendly, low-energy technologies, innovative installation methods, and anti-glare comfort solutions for drivers
3. RE100 & Eco-Conformity",https://www.ezgroup.co.kr/,
EZYMOB,startup,,Ezymob develops 100% digital software solutions to give people with special needs (visual and cognitive disabilities) greater autonomy and freedom when travelling on public transport networks.,https://ezymob.fr,
FAACTOPI,startup,,"Bring your innovation to life.
Faactopi revolutionizes the industrialization process by offering a seamless path for products to market to make industrialization successful, affordable and accessible for everyone.
Faactopi, your factory for innovation.",https://www.faactopi.com/,
Fabrique de la donnée territoriale ,startup,,"The ""fabrique de la donnée territoriale"" is an incubator for geo-commons. as a startup exhibitor at Vivatech 2025, they are showcasing their work in hall 1, stand H58-001. contact nicolas bertelot at nicolas.berthelot@ign.fr for more information.
",https://www.ign.fr/institut/la-fabrique-des-geocommuns-incubateur-de-communs-lign,
FabstWines,startup,,"FabstWines is the wine matchmaking platform that provides wine businesses with data analytics and identifies every individual consumer own taste profile, matches them with the right wine based on preferences, weather, location and mood.",https://fabstwines.com/,
FaceHeart Corporation,startup,,"FaceHeart Vitals™ is an FDA-cleared software that transforms any camera into a contactless health monitor—measuring vital signs in 5 seconds, fully offline, no wearables needed.",https://www.faceheart.com/,
Facelift,startup,France,"Facelift is the leading European platform for communication departments to create and execute their strategy with AI-Powered Social Media Orchestration and Beyond. 
As a founding member of Entirely, Facelift is part of a flexible Martech ecosystem.


",https://facelift-bbt.com/fr/,
FACIL'iti,startup,,"FACILiti makes everyday life easier through user-friendly one-click innovative digital tools for those with cognitive, visual, and motor challenges. We offer a wide range of products to address your web accessibility challenges from audits to enhanced UX.",https://www.facil-iti.fr,
FACILA,startup,,"Facila uses AI to help non-native speakers improve their French pronunciation. We analyze speech and facial movements to detect errors and guide users toward clear, confident, and natural-sounding French.",https://www.facila.tech/,
Factor House,startup,,"Factor House delivers intuitive, enterprise-grade UIs and APIs for Kafka and Flink. With Kpow and Flex, teams can securely manage, monitor and control streaming data, with air-gapped deploys, SSO, RBAC, multi-tenancy, and audit features for governance.",https://factorhouse.io/,
Factorial,partner,,"Le logiciel de gestion d'entreprise pour gérer toute votre équipe
Suivez le temps, développez les talents, maîtrisez vos finances, simplifier votre paie et respirez. 
Gagnez du temps pour vous concentrer sur vos collaborateurs, et non sur la paperasse.",https://factorial.fr/,
factorymaker FlexCo,startup,,"Factorymaker develops novel AI-design agents to maximize costs, sustainability and efficiency of industrial production, logistics and warehouse buildings.",https://factorymaker.com,
Fair Patterns,startup,France,"Fair Patterns is an AI solution that takes the headache out of digital compliance. Digital regulations are rising, and 97% of sites have legal violations. We find these issues 100 times faster than humans and fix them easily.",https://www.fairpatterns.com,
FairMind,startup,,"AI-driven integrated platform based on Agents that transforms the entire software development cycle. Patent pending, it boosts Enterprise software factories code base, product requirements, user stories, architectural blueprints and more.",https://www.fairmind.ai/en,
FairUp UG,startup,,"FairUp is a SaaS platform revolutionizing career fairs. We digitize organization, marketing, and recruiting, offering new revenue streams for organizers and efficient talent acquisition for exhibitors through AI-powered tools and talent databases.",https://www.fairup.dev,
Famoco,startup,France,"Famoco empowers B2B partners and end-users with secure, sovereign, plug-and-play mobile solutions transforming frontline workers into digital drivers of change.",https://www.famoco.com,
Farpoint Technologies,startup,,Farpoint develops strategies and builds custom AI solutions for enterprise clients to automate workflows and augment their organizations with an AI empowered workforce.,https://www.farpointhq.com,
FAST FORMULATOR,startup,,"Fast Formulator is a startup focused on accelerating product development of chemical-based products (cosmetics, agrochemicals, oil, pharma, etc) using a proprietary AI/ML Platform.   ",https://fastformulator.com,
fathom.io,startup,,"The Enterprise Intelligence Operating System™

A full-stack, composable enterprise platform built for the agentic-AI era.",https://fathom.io/,
FAZLA,startup,,"Fazla is a tech-enabled platform offering 360° food waste management solutions, helping businesses eliminate waste and create value from their surplus through donation, resale, recycling, and smart analytics. We currently operate in Türkiye and Spain.",https://fazla.com/en/,
FDJ UNITED,partner,,"FDJ becomes FDJ UNITED, a European Gaming Champion. True to our origins and looking to the future, we offer our 33 million customers around the world ever more entertaining and responsible gaming experiences. FDJ UNITED is one of Europe’s leading betting and gaming operators, with a vast portfolio of iconic brands and a reputation for technological excellence. ",https://www.fdjunited.com/fr/,
Federal Republic of Nigeria,partner,,"Welcome to Nigeria, represented by The Federal Ministry of Communications, Innovation & Digital Economy, Nigeria. 

Our mandate is to accelerate the diversification of the Nigerian economy by enhancing productivity in critical sectors.",https://fmcide.gov.ng/,
FEEDIER,startup,,"Feedier is the AI assistant for customer experience teams. It centralizes feedback, analyzes verbatim with contextual AI, detects trends and weak signals, and generates impactful action plans—so your teams act faster, with clarity and precision.",https://feedier.com/fr/,
FEELOBJECT,startup,,"Feelobject makes welcoming visually impaired people a seamless, sensitive, and accessible experience. For spaces to be lived through every sense.",https://www.feelobject.fr,
Femnov,startup,,"Femnov is an AI-powered medtech company helping clinicians detect gynecological conditions like endometriosis via ultrasound and symptom data. It enables faster, more accurate care through AI image analysis and automated reporting.
",https://femnov.com/,
Femtech France,partner,France,"Femtech France is the non-profit organization dedicated to accelerating innovation in women's health by supporting and connecting Femtech startups across France. It aims to foster an ecosystem that promotes women's health through innovation. Femtech France gathers 80+ startup members and collaborates with various partners from pharmaceutical companies to hospitals.
",https://femtechfrance.org/,
Fenetec,startup,Canada,Leading in conversational AI and holograms with advanced AI tools. We help businesses grow and improve communication.,www.fenetec.com,
"Fermelanta, Inc.",startup,,"Nature’s molecules, made with precision! 
Fermelanta's cell factories are driving a shift from slow, unsustainable sourcing to scalable bio-manufacturing of rare bioactive ingredients via fermentation. 
Better for your supply chain and the planet. ",https://fermelanta.com,
FeuilleBlanche,partner,,"40 Nuances de Next, c’est le podcast qui donne la parole aux dirigeants qui façonnent l’économie française. 

À travers des interviews sans filtre, nous explorons les coulisses des plus belles entreprises de la tech. Leurs succès, leurs doutes, leurs pivots : un concentré d’inspiration pour celles et ceux qui entreprennent, investissent, ou construisent.

À retrouver sur toutes les plateformes d’écoute et YouTube.",https://www.youtube.com/channel/UCpKUJEWaBdVog49-Y113FJg,
